date,visiting_team,visiting_league,home_team,home_league,time
20230330,BAL,AL,BOS,AL,d
20230330,MIL,NL,CHN,NL,d
20230330,PIT,NL,CIN,NL,d
20230330,CHA,AL,HOU,AL,n
20230330,MIN,AL,KCA,AL,d
20230330,ARI,NL,LAN,NL,n
20230330,NYN,NL,MIA,NL,d
20230330,SFN,NL,NYA,AL,d
20230330,ANA,AL,OAK,AL,n
20230330,COL,NL,SDN,NL,d
20230330,CLE,AL,SEA,AL,n
20230330,TOR,AL,SLN,NL,d
20230330,DET,AL,TBA,AL,d
20230330,PHI,NL,TEX,AL,d
20230330,ATL,NL,WAS,NL,d
20230331,CHA,AL,HOU,AL,n
20230331,ARI,NL,LAN,NL,n
20230331,NYN,NL,MIA,NL,n
20230331,COL,NL,SDN,NL,n
20230331,CLE,AL,SEA,AL,n
20230401,BAL,AL,BOS,AL,d
20230401,MIL,NL,CHN,NL,d
20230401,PIT,NL,CIN,NL,d
20230401,CHA,AL,HOU,AL,d
20230401,MIN,AL,KCA,AL,d
20230401,ARI,NL,LAN,NL,n
20230401,NYN,NL,MIA,NL,d
20230401,SFN,NL,NYA,AL,d
20230401,ANA,AL,OAK,AL,d
20230401,COL,NL,SDN,NL,d
20230401,CLE,AL,SEA,AL,n
20230401,TOR,AL,SLN,NL,d
20230401,DET,AL,TBA,AL,d
20230401,PHI,NL,TEX,AL,d
20230401,ATL,NL,WAS,NL,d
20230402,BAL,AL,BOS,AL,d
20230402,MIL,NL,CHN,NL,d
20230402,PIT,NL,CIN,NL,d
20230402,CHA,AL,HOU,AL,d
20230402,MIN,AL,KCA,AL,d
20230402,ARI,NL,LAN,NL,d
20230402,NYN,NL,MIA,NL,d
20230402,SFN,NL,NYA,AL,d
20230402,ANA,AL,OAK,AL,d
20230402,COL,NL,SDN,NL,d
20230402,CLE,AL,SEA,AL,d
20230402,TOR,AL,SLN,NL,d
20230402,DET,AL,TBA,AL,d
20230402,PHI,NL,TEX,AL,n
20230402,ATL,NL,WAS,NL,d
20230403,PIT,NL,BOS,AL,n
20230403,SFN,NL,CHA,AL,d
20230403,CHN,NL,CIN,NL,n
20230403,DET,AL,HOU,AL,n
20230403,TOR,AL,KCA,AL,n
20230403,COL,NL,LAN,NL,n
20230403,MIN,AL,MIA,NL,n
20230403,NYN,NL,MIL,NL,d
20230403,PHI,NL,NYA,AL,n
20230403,CLE,AL,OAK,AL,n
20230403,ARI,NL,SDN,NL,n
20230403,ANA,AL,SEA,AL,n
20230403,ATL,NL,SLN,NL,n
20230403,BAL,AL,TEX,AL,n
20230403,TBA,AL,WAS,NL,n
20230404,PIT,NL,BOS,AL,n
20230404,CHN,NL,CIN,NL,n
20230404,DET,AL,HOU,AL,n
20230404,TOR,AL,KCA,AL,n
20230404,COL,NL,LAN,NL,n
20230404,MIN,AL,MIA,NL,n
20230404,NYN,NL,MIL,NL,n
20230404,PHI,NL,NYA,AL,n
20230404,CLE,AL,OAK,AL,n
20230404,ARI,NL,SDN,NL,d
20230404,ANA,AL,SEA,AL,n
20230404,ATL,NL,SLN,NL,n
20230404,BAL,AL,TEX,AL,n
20230404,TBA,AL,WAS,NL,n
20230405,PIT,NL,BOS,AL,d
20230405,SFN,NL,CHA,AL,d
20230405,CHN,NL,CIN,NL,n
20230405,DET,AL,HOU,AL,
20230405,TOR,AL,KCA,AL,n
20230405,MIN,AL,MIA,NL,d
20230405,NYN,NL,MIL,NL,n
20230405,PHI,NL,NYA,AL,d
20230405,CLE,AL,OAK,AL,n
20230405,ANA,AL,SEA,AL,d
20230405,ATL,NL,SLN,NL,n
20230405,BAL,AL,TEX,AL,d
20230405,TBA,AL,WAS,NL,d
20230406,LAN,NL,ARI,NL,n
20230406,SDN,NL,ATL,NL,n
20230406,NYA,AL,BAL,AL,d
20230406,SFN,NL,CHA,AL,d
20230406,WAS,NL,COL,NL,d
20230406,BOS,AL,DET,AL,d
20230406,TOR,AL,KCA,AL,d
20230406,HOU,AL,MIN,AL,d
20230406,MIA,NL,NYN,NL,d
20230406,CIN,NL,PHI,NL,d
20230407,TOR,AL,ANA,AL,n
20230407,LAN,NL,ARI,NL,n
20230407,SDN,NL,ATL,NL,n
20230407,TEX,AL,CHN,NL,d
20230407,SEA,AL,CLE,AL,d
20230407,WAS,NL,COL,NL,n
20230407,SLN,NL,MIL,NL,n
20230407,CHA,AL,PIT,NL,d
20230407,KCA,AL,SFN,NL,d
20230407,OAK,AL,TBA,AL,n
20230408,TOR,AL,ANA,AL,n
20230408,LAN,NL,ARI,NL,d
20230408,SDN,NL,ATL,NL,n
20230408,NYA,AL,BAL,AL,n
20230408,TEX,AL,CHN,NL,d
20230408,SEA,AL,CLE,AL,n
20230408,WAS,NL,COL,NL,n
20230408,BOS,AL,DET,AL,d
20230408,SLN,NL,MIL,NL,n
20230408,HOU,AL,MIN,AL,d
20230408,MIA,NL,NYN,NL,d
20230408,CIN,NL,PHI,NL,d
20230408,CHA,AL,PIT,NL,n
20230408,KCA,AL,SFN,NL,d
20230408,OAK,AL,TBA,AL,d
20230409,TOR,AL,ANA,AL,d
20230409,LAN,NL,ARI,NL,d
20230409,SDN,NL,ATL,NL,n
20230409,NYA,AL,BAL,AL,d
20230409,TEX,AL,CHN,NL,d
20230409,SEA,AL,CLE,AL,d
20230409,WAS,NL,COL,NL,d
20230409,BOS,AL,DET,AL,d
20230409,SLN,NL,MIL,NL,d
20230409,HOU,AL,MIN,AL,d
20230409,MIA,NL,NYN,NL,d
20230409,CIN,NL,PHI,NL,d
20230409,CHA,AL,PIT,NL,d
20230409,KCA,AL,SFN,NL,d
20230409,OAK,AL,TBA,AL,d
20230410,WAS,NL,ANA,AL,n
20230410,MIL,NL,ARI,NL,n
20230410,CIN,NL,ATL,NL,n
20230410,OAK,AL,BAL,AL,n
20230410,SEA,AL,CHN,NL,n
20230410,NYA,AL,CLE,AL,n
20230410,SLN,NL,COL,NL,n
20230410,CHA,AL,MIN,AL,d
20230410,SDN,NL,NYN,NL,n
20230410,MIA,NL,PHI,NL,n
20230410,HOU,AL,PIT,NL,n
20230410,LAN,NL,SFN,NL,n
20230410,BOS,AL,TBA,AL,n
20230410,KCA,AL,TEX,AL,n
20230411,WAS,NL,ANA,AL,n
20230411,MIL,NL,ARI,NL,n
20230411,CIN,NL,ATL,NL,n
20230411,OAK,AL,BAL,AL,n
20230411,SEA,AL,CHN,NL,n
20230411,NYA,AL,CLE,AL,n
20230411,SLN,NL,COL,NL,n
20230411,CHA,AL,MIN,AL,n
20230411,SDN,NL,NYN,NL,n
20230411,MIA,NL,PHI,NL,n
20230411,HOU,AL,PIT,NL,n
20230411,LAN,NL,SFN,NL,n
20230411,BOS,AL,TBA,AL,n
20230411,KCA,AL,TEX,AL,n
20230411,DET,AL,TOR,AL,n
20230412,WAS,NL,ANA,AL,d
20230412,MIL,NL,ARI,NL,n
20230412,CIN,NL,ATL,NL,n
20230412,OAK,AL,BAL,AL,n
20230412,SEA,AL,CHN,NL,d
20230412,NYA,AL,CLE,AL,d
20230412,SLN,NL,COL,NL,d
20230412,CHA,AL,MIN,AL,n
20230412,SDN,NL,NYN,NL,d
20230412,MIA,NL,PHI,NL,d
20230412,HOU,AL,PIT,NL,n
20230412,LAN,NL,SFN,NL,n
20230412,BOS,AL,TBA,AL,n
20230412,KCA,AL,TEX,AL,n
20230412,DET,AL,TOR,AL,n
20230413,OAK,AL,BAL,AL,d
20230413,PHI,NL,CIN,NL,n
20230413,MIN,AL,NYA,AL,n
20230413,MIL,NL,SDN,NL,n
20230413,PIT,NL,SLN,NL,n
20230413,BOS,AL,TBA,AL,d
20230413,DET,AL,TOR,AL,n
20230414,ANA,AL,BOS,AL,n
20230414,BAL,AL,CHA,AL,n
20230414,PHI,NL,CIN,NL,n
20230414,SFN,NL,DET,AL,n
20230414,TEX,AL,HOU,AL,n
20230414,ATL,NL,KCA,AL,n
20230414,CHN,NL,LAN,NL,n
20230414,ARI,NL,MIA,NL,n
20230414,MIN,AL,NYA,AL,n
20230414,NYN,NL,OAK,AL,n
20230414,MIL,NL,SDN,NL,n
20230414,COL,NL,SEA,AL,n
20230414,PIT,NL,SLN,NL,n
20230414,TBA,AL,TOR,AL,n
20230414,CLE,AL,WAS,NL,n
20230415,ANA,AL,BOS,AL,d
20230415,BAL,AL,CHA,AL,d
20230415,PHI,NL,CIN,NL,d
20230415,SFN,NL,DET,AL,d
20230415,TEX,AL,HOU,AL,n
20230415,ATL,NL,KCA,AL,d
20230415,CHN,NL,LAN,NL,n
20230415,ARI,NL,MIA,NL,d
20230415,MIN,AL,NYA,AL,d
20230415,NYN,NL,OAK,AL,d
20230415,MIL,NL,SDN,NL,d
20230415,COL,NL,SEA,AL,n
20230415,PIT,NL,SLN,NL,d
20230415,TBA,AL,TOR,AL,d
20230415,CLE,AL,WAS,NL,d
20230416,ANA,AL,BOS,AL,d
20230416,BAL,AL,CHA,AL,d
20230416,PHI,NL,CIN,NL,d
20230416,SFN,NL,DET,AL,d
20230416,TEX,AL,HOU,AL,n
20230416,ATL,NL,KCA,AL,d
20230416,CHN,NL,LAN,NL,d
20230416,ARI,NL,MIA,NL,d
20230416,MIN,AL,NYA,AL,d
20230416,NYN,NL,OAK,AL,d
20230416,MIL,NL,SDN,NL,d
20230416,COL,NL,SEA,AL,d
20230416,PIT,NL,SLN,NL,d
20230416,TBA,AL,TOR,AL,d
20230416,CLE,AL,WAS,NL,d
20230417,ANA,AL,BOS,AL,n
20230417,PHI,NL,CHA,AL,n
20230417,TBA,AL,CIN,NL,n
20230417,PIT,NL,COL,NL,n
20230417,CLE,AL,DET,AL,n
20230417,TOR,AL,HOU,AL,n
20230417,TEX,AL,KCA,AL,n
20230417,NYN,NL,LAN,NL,n
20230417,SFN,NL,MIA,NL,n
20230417,CHN,NL,OAK,AL,n
20230417,ATL,NL,SDN,NL,n
20230417,MIL,NL,SEA,AL,n
20230417,ARI,NL,SLN,NL,n
20230418,MIN,AL,BOS,AL,n
20230418,PHI,NL,CHA,AL,n
20230418,TBA,AL,CIN,NL,n
20230418,PIT,NL,COL,NL,n
20230418,CLE,AL,DET,AL,n
20230418,TOR,AL,HOU,AL,n
20230418,TEX,AL,KCA,AL,n
20230418,NYN,NL,LAN,NL,n
20230418,SFN,NL,MIA,NL,n
20230418,ANA,AL,NYA,AL,n
20230418,CHN,NL,OAK,AL,n
20230418,ATL,NL,SDN,NL,n
20230418,MIL,NL,SEA,AL,n
20230418,ARI,NL,SLN,NL,n
20230418,BAL,AL,WAS,NL,n
20230419,MIN,AL,BOS,AL,n
20230419,PHI,NL,CHA,AL,d
20230419,TBA,AL,CIN,NL,n
20230419,PIT,NL,COL,NL,d
20230419,CLE,AL,DET,AL,d
20230419,TOR,AL,HOU,AL,n
20230419,TEX,AL,KCA,AL,d
20230419,NYN,NL,LAN,NL,n
20230419,SFN,NL,MIA,NL,d
20230419,ANA,AL,NYA,AL,n
20230419,CHN,NL,OAK,AL,n
20230419,ATL,NL,SDN,NL,d
20230419,MIL,NL,SEA,AL,d
20230419,ARI,NL,SLN,NL,n
20230419,BAL,AL,WAS,NL,n
20230420,SDN,NL,ARI,NL,n
20230420,MIN,AL,BOS,AL,d
20230420,LAN,NL,CHN,NL,n
20230420,ANA,AL,NYA,AL,d
20230420,COL,NL,PHI,NL,n
20230420,CIN,NL,PIT,NL,n
20230420,NYN,NL,SFN,NL,n
20230421,KCA,AL,ANA,AL,n
20230421,SDN,NL,ARI,NL,n
20230421,HOU,AL,ATL,NL,n
20230421,DET,AL,BAL,AL,n
20230421,LAN,NL,CHN,NL,d
20230421,MIA,NL,CLE,AL,n
20230421,BOS,AL,MIL,NL,n
20230421,WAS,NL,MIN,AL,n
20230421,TOR,AL,NYA,AL,n
20230421,COL,NL,PHI,NL,n
20230421,CIN,NL,PIT,NL,n
20230421,SLN,NL,SEA,AL,n
20230421,NYN,NL,SFN,NL,n
20230421,CHA,AL,TBA,AL,n
20230421,OAK,AL,TEX,AL,n
20230422,KCA,AL,ANA,AL,n
20230422,SDN,NL,ARI,NL,d
20230422,HOU,AL,ATL,NL,n
20230422,DET,AL,BAL,AL,n
20230422,LAN,NL,CHN,NL,d
20230422,MIA,NL,CLE,AL,n
20230422,BOS,AL,MIL,NL,n
20230422,WAS,NL,MIN,AL,d
20230422,TOR,AL,NYA,AL,d
20230422,COL,NL,PHI,NL,d
20230422,CIN,NL,PIT,NL,n
20230422,SLN,NL,SEA,AL,n
20230422,NYN,NL,SFN,NL,d
20230422,CHA,AL,TBA,AL,d
20230422,OAK,AL,TEX,AL,n
20230423,KCA,AL,ANA,AL,d
20230423,SDN,NL,ARI,NL,d
20230423,HOU,AL,ATL,NL,d
20230423,DET,AL,BAL,AL,d
20230423,LAN,NL,CHN,NL,d
20230423,MIA,NL,CLE,AL,d
20230423,BOS,AL,MIL,NL,d
20230423,WAS,NL,MIN,AL,d
20230423,TOR,AL,NYA,AL,d
20230423,COL,NL,PHI,NL,n
20230423,CIN,NL,PIT,NL,d
20230423,SLN,NL,SEA,AL,d
20230423,NYN,NL,SFN,NL,d
20230423,CHA,AL,TBA,AL,d
20230423,OAK,AL,TEX,AL,d
20230424,OAK,AL,ANA,AL,n
20230424,KCA,AL,ARI,NL,n
20230424,MIA,NL,ATL,NL,n
20230424,BOS,AL,BAL,AL,n
20230424,TEX,AL,CIN,NL,n
20230424,COL,NL,CLE,AL,n
20230424,DET,AL,MIL,NL,n
20230424,NYA,AL,MIN,AL,n
20230424,SLN,NL,SFN,NL,n
20230424,HOU,AL,TBA,AL,n
20230424,CHA,AL,TOR,AL,n
20230425,OAK,AL,ANA,AL,n
20230425,KCA,AL,ARI,NL,n
20230425,MIA,NL,ATL,NL,n
20230425,BOS,AL,BAL,AL,n
20230425,SDN,NL,CHN,NL,n
20230425,TEX,AL,CIN,NL,n
20230425,COL,NL,CLE,AL,n
20230425,DET,AL,MIL,NL,n
20230425,NYA,AL,MIN,AL,n
20230425,WAS,NL,NYN,NL,n
20230425,SEA,AL,PHI,NL,n
20230425,LAN,NL,PIT,NL,n
20230425,SLN,NL,SFN,NL,n
20230425,HOU,AL,TBA,AL,n
20230425,CHA,AL,TOR,AL,n
20230426,OAK,AL,ANA,AL,n
20230426,KCA,AL,ARI,NL,n
20230426,MIA,NL,ATL,NL,n
20230426,BOS,AL,BAL,AL,d
20230426,SDN,NL,CHN,NL,n
20230426,TEX,AL,CIN,NL,n
20230426,COL,NL,CLE,AL,d
20230426,DET,AL,MIL,NL,n
20230426,NYA,AL,MIN,AL,n
20230426,WAS,NL,NYN,NL,n
20230426,SEA,AL,PHI,NL,n
20230426,LAN,NL,PIT,NL,n
20230426,SLN,NL,SFN,NL,n
20230426,HOU,AL,TBA,AL,n
20230426,CHA,AL,TOR,AL,d
20230427,OAK,AL,ANA,AL,d
20230427,MIA,NL,ATL,NL,n
20230427,TBA,AL,CHA,AL,n
20230427,SDN,NL,CHN,NL,d
20230427,BAL,AL,DET,AL,n
20230427,KCA,AL,MIN,AL,n
20230427,WAS,NL,NYN,NL,n
20230427,SEA,AL,PHI,NL,d
20230427,LAN,NL,PIT,NL,n
20230427,SLN,NL,SFN,NL,n
20230427,NYA,AL,TEX,AL,n
20230428,CLE,AL,BOS,AL,n
20230428,TBA,AL,CHA,AL,n
20230428,ARI,NL,COL,NL,n
20230428,BAL,AL,DET,AL,n
20230428,PHI,NL,HOU,AL,n
20230428,SLN,NL,LAN,NL,n
20230428,CHN,NL,MIA,NL,n
20230428,ANA,AL,MIL,NL,n
20230428,KCA,AL,MIN,AL,d
20230428,ATL,NL,NYN,NL,n
20230428,CIN,NL,OAK,AL,n
20230428,NYA,AL,TEX,AL,n
20230428,SEA,AL,TOR,AL,n
20230428,PIT,NL,WAS,NL,n
20230429,CLE,AL,BOS,AL,d
20230429,TBA,AL,CHA,AL,n
20230429,ARI,NL,COL,NL,n
20230429,BAL,AL,DET,AL,d
20230429,PHI,NL,HOU,AL,d
20230429,SLN,NL,LAN,NL,n
20230429,CHN,NL,MIA,NL,d
20230429,ANA,AL,MIL,NL,n
20230429,KCA,AL,MIN,AL,d
20230429,ATL,NL,NYN,NL,d
20230429,CIN,NL,OAK,AL,d
20230429,SFN,NL,SDN,NL,d
20230429,NYA,AL,TEX,AL,n
20230429,SEA,AL,TOR,AL,d
20230429,PIT,NL,WAS,NL,d
20230430,CLE,AL,BOS,AL,d
20230430,TBA,AL,CHA,AL,d
20230430,ARI,NL,COL,NL,d
20230430,BAL,AL,DET,AL,d
20230430,PHI,NL,HOU,AL,n
20230430,SLN,NL,LAN,NL,d
20230430,CHN,NL,MIA,NL,n
20230430,ANA,AL,MIL,NL,d
20230430,KCA,AL,MIN,AL,d
20230430,ATL,NL,NYN,NL,d
20230430,CIN,NL,OAK,AL,d
20230430,SFN,NL,SDN,NL,d
20230430,NYA,AL,TEX,AL,d
20230430,SEA,AL,TOR,AL,d
20230430,PIT,NL,WAS,NL,d
20230501,TOR,AL,BOS,AL,n
20230501,SFN,NL,HOU,AL,n
20230501,PHI,NL,LAN,NL,n
20230501,CLE,AL,NYA,AL,n
20230501,ATL,NL,NYN,NL,d
20230501,CIN,NL,SDN,NL,n
20230501,CHN,NL,WAS,NL,n
20230502,TOR,AL,BOS,AL,n
20230502,MIN,AL,CHA,AL,n
20230502,MIL,NL,COL,NL,n
20230502,NYN,NL,DET,AL,n
20230502,SFN,NL,HOU,AL,n
20230502,BAL,AL,KCA,AL,n
20230502,PHI,NL,LAN,NL,n
20230502,ATL,NL,MIA,NL,n
20230502,CLE,AL,NYA,AL,n
20230502,SEA,AL,OAK,AL,n
20230502,CIN,NL,SDN,NL,n
20230502,ANA,AL,SLN,NL,n
20230502,PIT,NL,TBA,AL,n
20230502,ARI,NL,TEX,AL,n
20230502,CHN,NL,WAS,NL,n
20230503,TOR,AL,BOS,AL,n
20230503,MIN,AL,CHA,AL,n
20230503,MIL,NL,COL,NL,n
20230503,NYN,NL,DET,AL,n
20230503,SFN,NL,HOU,AL,d
20230503,BAL,AL,KCA,AL,n
20230503,PHI,NL,LAN,NL,d
20230503,ATL,NL,MIA,NL,n
20230503,CLE,AL,NYA,AL,n
20230503,SEA,AL,OAK,AL,n
20230503,CIN,NL,SDN,NL,d
20230503,ANA,AL,SLN,NL,n
20230503,PIT,NL,TBA,AL,n
20230503,ARI,NL,TEX,AL,d
20230503,CHN,NL,WAS,NL,n
20230504,TOR,AL,BOS,AL,n
20230504,MIN,AL,CHA,AL,d
20230504,MIL,NL,COL,NL,d
20230504,NYN,NL,DET,AL,d
20230504,BAL,AL,KCA,AL,d
20230504,ATL,NL,MIA,NL,d
20230504,SEA,AL,OAK,AL,n
20230504,ANA,AL,SLN,NL,n
20230504,PIT,NL,TBA,AL,d
20230504,CHN,NL,WAS,NL,d
20230505,TEX,AL,ANA,AL,n
20230505,WAS,NL,ARI,NL,n
20230505,BAL,AL,ATL,NL,n
20230505,MIA,NL,CHN,NL,d
20230505,CHA,AL,CIN,NL,n
20230505,MIN,AL,CLE,AL,n
20230505,OAK,AL,KCA,AL,n
20230505,COL,NL,NYN,NL,n
20230505,BOS,AL,PHI,NL,n
20230505,TOR,AL,PIT,NL,n
20230505,LAN,NL,SDN,NL,n
20230505,HOU,AL,SEA,AL,n
20230505,MIL,NL,SFN,NL,n
20230505,DET,AL,SLN,NL,n
20230505,NYA,AL,TBA,AL,n
20230506,TEX,AL,ANA,AL,n
20230506,WAS,NL,ARI,NL,d
20230506,BAL,AL,ATL,NL,n
20230506,MIA,NL,CHN,NL,d
20230506,CHA,AL,CIN,NL,n
20230506,MIN,AL,CLE,AL,n
20230506,OAK,AL,KCA,AL,n
20230506,COL,NL,NYN,NL,d
20230506,BOS,AL,PHI,NL,n
20230506,TOR,AL,PIT,NL,n
20230506,LAN,NL,SDN,NL,d
20230506,HOU,AL,SEA,AL,n
20230506,MIL,NL,SFN,NL,d
20230506,DET,AL,SLN,NL,d
20230506,NYA,AL,TBA,AL,d
20230507,TEX,AL,ANA,AL,d
20230507,WAS,NL,ARI,NL,d
20230507,BAL,AL,ATL,NL,n
20230507,MIA,NL,CHN,NL,d
20230507,CHA,AL,CIN,NL,d
20230507,MIN,AL,CLE,AL,d
20230507,OAK,AL,KCA,AL,d
20230507,COL,NL,NYN,NL,d
20230507,BOS,AL,PHI,NL,d
20230507,TOR,AL,PIT,NL,d
20230507,LAN,NL,SDN,NL,d
20230507,HOU,AL,SEA,AL,d
20230507,MIL,NL,SFN,NL,d
20230507,DET,AL,SLN,NL,d
20230507,NYA,AL,TBA,AL,d
20230508,HOU,AL,ANA,AL,n
20230508,MIA,NL,ARI,NL,n
20230508,TBA,AL,BAL,AL,n
20230508,SLN,NL,CHN,NL,n
20230508,DET,AL,CLE,AL,n
20230508,CHA,AL,KCA,AL,n
20230508,LAN,NL,MIL,NL,n
20230508,OAK,AL,NYA,AL,n
20230508,COL,NL,PIT,NL,n
20230508,TEX,AL,SEA,AL,n
20230508,WAS,NL,SFN,NL,n
20230509,HOU,AL,ANA,AL,n
20230509,MIA,NL,ARI,NL,n
20230509,BOS,AL,ATL,NL,n
20230509,TBA,AL,BAL,AL,n
20230509,SLN,NL,CHN,NL,n
20230509,NYN,NL,CIN,NL,n
20230509,DET,AL,CLE,AL,n
20230509,CHA,AL,KCA,AL,n
20230509,LAN,NL,MIL,NL,n
20230509,SDN,NL,MIN,AL,n
20230509,OAK,AL,NYA,AL,n
20230509,TOR,AL,PHI,NL,n
20230509,COL,NL,PIT,NL,n
20230509,TEX,AL,SEA,AL,n
20230509,WAS,NL,SFN,NL,n
20230510,HOU,AL,ANA,AL,d
20230510,MIA,NL,ARI,NL,n
20230510,BOS,AL,ATL,NL,n
20230510,TBA,AL,BAL,AL,n
20230510,SLN,NL,CHN,NL,n
20230510,NYN,NL,CIN,NL,n
20230510,DET,AL,CLE,AL,d
20230510,CHA,AL,KCA,AL,n
20230510,LAN,NL,MIL,NL,n
20230510,SDN,NL,MIN,AL,n
20230510,OAK,AL,NYA,AL,n
20230510,TOR,AL,PHI,NL,d
20230510,COL,NL,PIT,NL,n
20230510,TEX,AL,SEA,AL,n
20230510,WAS,NL,SFN,NL,n
20230511,SFN,NL,ARI,NL,n
20230511,NYN,NL,CIN,NL,n
20230511,CHA,AL,KCA,AL,d
20230511,SDN,NL,MIN,AL,n
20230511,TBA,AL,NYA,AL,n
20230511,TEX,AL,OAK,AL,n
20230512,SFN,NL,ARI,NL,n
20230512,PIT,NL,BAL,AL,n
20230512,SLN,NL,BOS,AL,n
20230512,HOU,AL,CHA,AL,n
20230512,ANA,AL,CLE,AL,n
20230512,PHI,NL,COL,NL,n
20230512,SEA,AL,DET,AL,n
20230512,SDN,NL,LAN,NL,n
20230512,CIN,NL,MIA,NL,n
20230512,KCA,AL,MIL,NL,n
20230512,CHN,NL,MIN,AL,n
20230512,TBA,AL,NYA,AL,n
20230512,TEX,AL,OAK,AL,n
20230512,ATL,NL,TOR,AL,n
20230512,NYN,NL,WAS,NL,n
20230513,SFN,NL,ARI,NL,d
20230513,PIT,NL,BAL,AL,n
20230513,SLN,NL,BOS,AL,d
20230513,HOU,AL,CHA,AL,n
20230513,ANA,AL,CLE,AL,n
20230513,PHI,NL,COL,NL,n
20230513,SEA,AL,DET,AL,d
20230513,SDN,NL,LAN,NL,d
20230513,CIN,NL,MIA,NL,d
20230513,KCA,AL,MIL,NL,n
20230513,CHN,NL,MIN,AL,d
20230513,TBA,AL,NYA,AL,d
20230513,TEX,AL,OAK,AL,d
20230513,ATL,NL,TOR,AL,d
20230513,NYN,NL,WAS,NL,d
20230514,SFN,NL,ARI,NL,d
20230514,PIT,NL,BAL,AL,d
20230514,SLN,NL,BOS,AL,n
20230514,HOU,AL,CHA,AL,d
20230514,ANA,AL,CLE,AL,n
20230514,PHI,NL,COL,NL,d
20230514,SEA,AL,DET,AL,d
